true,corr,mmd,kol,wilc,rdc
1,0.0,0.0,0.0,0.0,0.0
0,0.134,0.0,0.0,0.0,0.289
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.114,0.0,0.0,0.0,0.382
0,0.081,0.0,0.0,0.0,0.443
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.026,0.0,0.0,0.0,0.354
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.396,0.0,0.0,0.0,0.173
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.215,0.0,0.0,0.0,0.295
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.264,0.0,0.0,0.0,0.076
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.041,0.0,0.0,0.0,0.32
0,0.231,0.0,0.0,0.0,0.436
1,0.0,0.0,0.0,0.0,0.0
0,0.38,0.0,0.0,0.0,0.147
1,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.021
0,0.363,0.0,0.0,0.0,0.247
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.486,0.0,0.0,0.0,0.061
0,0.271,0.0,0.0,0.0,0.029
0,0.22,0.0,0.0,0.0,0.295
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.037,0.0,0.0,0.0,0.339
0,0.063,0.0,0.0,0.0,0.095
0,0.287,0.0,0.0,0.0,0.366
0,0.34,0.0,0.0,0.0,0.357
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.276,0.0,0.0,0.0,0.434
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.368,0.0,0.0,0.0,0.23
0,0.054,0.0,0.0,0.0,0.309
1,0.0,0.0,0.0,0.0,0.0
0,0.134,0.0,0.0,0.0,0.037
0,0.239,0.0,0.0,0.0,0.073
0,0.148,0.0,0.0,0.0,0.454
0,0.173,0.0,0.0,0.0,0.036
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.125,0.0,0.0,0.0,0.147
1,0.0,0.0,0.0,0.0,0.0
0,0.01,0.0,0.0,0.0,0.107
1,0.0,0.0,0.0,0.0,0.0
0,0.206,0.0,0.0,0.0,0.323
1,0.0,0.0,0.0,0.0,0.0
0,0.011,0.0,0.0,0.0,0.236
1,0.0,0.0,0.0,0.0,0.0
0,0.475,0.0,0.0,0.0,0.259
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.034,0.0,0.0,0.0,0.111
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.332,0.0,0.0,0.0,0.349
0,0.063,0.0,0.0,0.0,0.135
0,0.451,0.0,0.0,0.0,0.335
1,0.0,0.0,0.0,0.0,0.0
0,0.436,0.0,0.0,0.0,0.336
0,0.47,0.0,0.0,0.0,0.101
0,0.467,0.0,0.0,0.0,0.458
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.036,0.0,0.0,0.0,0.214
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.169,0.0,0.0,0.0,0.05
0,0.153,0.0,0.0,0.0,0.176
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.138,0.0,0.0,0.0,0.094
1,0.0,0.0,0.0,0.0,0.0
0,0.246,0.0,0.0,0.0,0.284
1,0.0,0.0,0.0,0.0,0.0
0,0.238,0.0,0.0,0.0,0.32
0,0.102,0.0,0.0,0.0,0.212
1,0.0,0.0,0.0,0.0,0.0
0,0.227,0.0,0.0,0.0,0.174
1,0.0,0.0,0.0,0.0,0.0
0,0.202,0.0,0.0,0.0,0.049
0,0.098,0.0,0.0,0.0,0.304
0,0.213,0.0,0.0,0.0,0.116
0,0.006,0.0,0.0,0.0,0.416
0,0.0,0.0,0.0,0.0,0.032
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.291,0.0,0.0,0.0,0.112
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.362,0.0,0.0,0.0,0.093
0,0.07,0.0,0.0,0.0,0.421
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.047,0.0,0.0,0.0,0.43
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.261,0.0,0.0,0.0,0.081
0,0.085,0.0,0.0,0.0,0.054
0,0.0,0.0,0.0,0.0,0.137
1,0.0,0.0,0.0,0.0,0.0
0,0.369,0.0,0.0,0.0,0.243
0,0.152,0.0,0.0,0.0,0.024
0,0.102,0.0,0.0,0.0,0.205
1,0.0,0.0,0.0,0.0,0.0
0,0.069,0.0,0.0,0.0,0.221
0,0.465,0.0,0.0,0.0,0.499
0,0.013,0.0,0.0,0.0,0.13
0,0.37,0.0,0.0,0.0,0.253
0,0.084,0.0,0.0,0.0,0.054
0,0.292,0.0,0.0,0.0,0.091
0,0.041,0.0,0.0,0.0,0.333
0,0.473,0.0,0.0,0.0,0.156
1,0.0,0.0,0.0,0.0,0.0
0,0.306,0.0,0.0,0.0,0.16
0,0.006,0.0,0.0,0.139,0.076
1,0.0,0.0,0.0,0.0,0.0
0,0.188,0.0,0.0,0.0,0.009
0,0.002,0.0,0.0,0.0,0.1
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.092,0.0,0.0,0.0,0.274
1,0.0,0.0,0.0,0.0,0.0
0,0.493,0.0,0.0,0.0,0.488
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.07,0.0,0.0,0.0,0.313
0,0.203,0.0,0.0,0.0,0.222
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.474,0.0,0.0,0.0,0.039
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.403,0.0,0.0,0.0,0.318
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.083,0.0,0.0,0.0,0.049
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.397,0.0,0.0,0.0,0.433
0,0.054,0.0,0.0,0.0,0.481
0,0.46,0.0,0.0,0.0,0.338
0,0.043,0.0,0.0,0.0,0.131
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.259,0.0,0.0,0.0,0.363
0,0.033,0.0,0.0,0.0,0.455
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.103,0.0,0.0,0.0,0.084
1,0.0,0.0,0.0,0.0,0.0
0,0.35,0.0,0.0,0.0,0.116
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.287,0.0,0.0,0.0,0.223
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.315,0.0,0.0,0.0,0.575
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.496,0.0,0.0,0.0,0.355
0,0.15,0.0,0.0,0.0,0.364
0,0.016,0.0,0.0,0.0,0.459
1,0.0,0.0,0.0,0.0,0.0
0,0.305,0.0,0.0,0.0,0.406
0,0.336,0.0,0.0,0.0,0.211
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.108,0.0,0.0,0.0,0.119
0,0.185,0.0,0.0,0.0,0.047
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.137,0.0,0.0,0.0,0.272
1,0.0,0.0,0.0,0.0,0.0
0,0.037,0.0,0.0,0.0,0.027
0,0.21,0.0,0.0,0.0,0.006
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.119,0.0,0.0,0.0,0.278
1,0.0,0.0,0.0,0.0,0.0
0,0.2,0.0,0.0,0.0,0.046
0,0.392,0.0,0.0,0.0,0.457
0,0.126,0.0,0.0,0.0,0.293
1,0.0,0.0,0.0,0.0,0.0
0,0.047,0.0,0.0,0.0,0.421
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.015,0.0,0.0,0.0,0.325
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.205,0.0,0.0,0.0,0.448
0,0.357,0.0,0.0,0.0,0.128
0,0.192,0.0,0.0,0.0,0.364
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.432,0.0,0.0,0.0,0.41
1,0.0,0.0,0.0,0.0,0.0
0,0.06,0.0,0.0,0.0,0.493
1,0.0,0.0,0.0,0.0,0.0
0,0.319,0.0,0.0,0.0,0.056
0,0.068,0.0,0.0,0.0,0.39
1,0.0,0.0,0.0,0.0,0.0
0,0.283,0.0,0.0,0.0,0.475
1,0.0,0.0,0.0,0.0,0.0
0,0.193,0.0,0.0,0.0,0.489
1,0.0,0.0,0.0,0.0,0.0
0,0.141,0.0,0.0,0.0,0.114
0,0.004,0.0,0.0,0.0,0.234
0,0.024,0.0,0.0,0.0,0.078
1,0.0,0.0,0.0,0.0,0.0
0,0.219,0.0,0.0,0.0,0.289
1,0.0,0.0,0.0,0.0,0.0
0,0.059,0.0,0.0,0.0,0.19
0,0.111,0.0,0.0,0.0,0.249
0,0.232,0.0,0.0,0.0,0.34
0,0.218,0.0,0.0,0.0,0.13
1,0.0,0.0,0.0,0.0,0.0
0,0.243,0.0,0.0,0.0,0.099
0,0.223,0.0,0.0,0.0,0.11
0,0.148,0.0,0.0,0.0,0.191
0,0.022,0.0,0.0,0.0,0.063
1,0.0,0.0,0.0,0.0,0.0
0,0.425,0.0,0.0,0.0,0.06
0,0.139,0.0,0.0,0.0,0.087
0,0.135,0.0,0.0,0.0,0.313
0,0.035,0.0,0.0,0.0,0.271
1,0.0,0.0,0.0,0.0,0.0
0,0.337,0.0,0.0,0.0,0.495
0,0.011,0.0,0.0,0.0,0.349
0,0.294,0.0,0.0,0.0,0.318
0,0.165,0.0,0.0,0.0,0.029
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.03,0.0,0.0,0.0,0.147
0,0.078,0.0,0.0,0.0,0.478
1,0.0,0.0,0.0,0.0,0.0
0,0.367,0.0,0.0,0.0,0.019
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.277,0.0,0.0,0.0,0.329
1,0.0,0.0,0.0,0.0,0.0
0,0.489,0.0,0.0,0.0,0.329
0,0.048,0.0,0.0,0.0,0.104
0,0.068,0.0,0.0,0.0,0.163
0,0.15,0.0,0.0,0.0,0.0
0,0.198,0.0,0.0,0.0,0.191
0,0.046,0.0,0.0,0.0,0.374
1,0.0,0.0,0.0,0.0,0.0
0,0.019,0.0,0.0,0.0,0.261
0,0.233,0.0,0.0,0.0,0.239
0,0.007,0.0,0.0,0.0,0.051
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.48,0.0,0.0,0.0,0.249
1,0.0,0.0,0.0,0.0,0.0
0,0.375,0.0,0.0,0.0,0.104
0,0.426,0.0,0.0,0.0,0.317
1,0.0,0.0,0.0,0.0,0.0
0,0.309,0.0,0.0,0.0,0.319
1,0.0,0.0,0.0,0.0,0.0
0,0.366,0.0,0.0,0.0,0.207
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.277
0,0.177,0.0,0.0,0.0,0.217
0,0.177,0.0,0.0,0.0,0.239
1,0.0,0.0,0.0,0.0,0.0
0,0.04,0.0,0.0,0.0,0.056
1,0.0,0.0,0.0,0.0,0.0
0,0.244,0.0,0.0,0.0,0.217
0,0.026,0.0,0.0,0.0,0.003
1,0.0,0.0,0.0,0.0,0.0
0,0.026,0.0,0.0,0.0,0.015
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.361,0.0,0.0,0.0,0.376
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.015,0.0,0.0,0.0,0.213
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.209,0.0,0.0,0.0,0.487
0,0.322,0.0,0.0,0.0,0.403
0,0.112,0.0,0.0,0.0,0.361
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.231,0.0,0.0,0.0,0.032
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.167,0.0,0.0,0.0,0.317
0,0.365,0.0,0.0,0.0,0.057
0,0.263,0.0,0.0,0.0,0.174
0,0.436,0.0,0.0,0.0,0.463
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.288,0.0,0.0,0.0,0.052
0,0.287,0.0,0.0,0.0,0.414
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.136,0.0,0.0,0.0,0.185
1,0.0,0.0,0.0,0.0,0.0
0,0.032,0.0,0.0,0.0,0.429
0,0.001,0.0,0.0,0.061,0.016
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.033,0.0,0.0,0.0,0.567
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.08,0.0,0.0,0.0,0.451
1,0.0,0.0,0.0,0.0,0.0
0,0.175,0.0,0.0,0.0,0.238
0,0.085,0.0,0.0,0.0,0.376
0,0.393,0.0,0.0,0.0,0.281
1,0.0,0.0,0.0,0.0,0.0
0,0.281,0.0,0.0,0.0,0.172
0,0.184,0.0,0.0,0.0,0.434
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.477,0.0,0.0,0.0,0.469
1,0.0,0.0,0.0,0.0,0.0
0,0.429,0.0,0.0,0.0,0.396
0,0.211,0.0,0.0,0.0,0.372
0,0.086,0.0,0.0,0.0,0.206
0,0.457,0.0,0.0,0.0,0.204
0,0.5,0.0,0.0,0.0,0.061
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.237,0.0,0.0,0.0,0.183
0,0.02,0.0,0.0,0.0,0.257
0,0.44,0.0,0.0,0.0,0.297
0,0.043,0.0,0.0,0.0,0.414
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.259,0.0,0.0,0.0,0.396
0,0.377,0.0,0.0,0.0,0.409
0,0.051,0.0,0.0,0.0,0.048
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.099,0.0,0.0,0.0,0.193
0,0.18,0.0,0.0,0.0,0.025
0,0.182,0.0,0.0,0.0,0.321
0,0.13,0.0,0.0,0.0,0.252
0,0.053,0.0,0.0,0.0,0.304
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.039,0.0,0.0,0.0,0.276
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.343,0.0,0.0,0.0,0.076
0,0.45,0.0,0.0,0.0,0.257
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.403,0.0,0.0,0.0,0.479
0,0.319,0.0,0.0,0.0,0.388
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.11,0.0,0.0,0.0,0.32
1,0.0,0.0,0.0,0.0,0.0
0,0.148,0.0,0.0,0.0,0.15
0,0.337,0.0,0.0,0.0,0.111
0,0.052,0.0,0.0,0.0,0.128
1,0.0,0.0,0.0,0.0,0.0
0,0.3,0.0,0.0,0.0,0.238
0,0.223,0.0,0.0,0.0,0.382
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.058,0.0,0.0,0.0,0.337
0,0.051,0.0,0.0,0.0,0.232
1,0.0,0.0,0.0,0.0,0.0
0,0.133,0.0,0.0,0.0,0.288
1,0.0,0.0,0.0,0.0,0.0
0,0.043,0.0,0.0,0.0,0.141
0,0.43,0.0,0.0,0.0,0.292
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.025,0.0,0.0,0.0,0.282
1,0.0,0.0,0.0,0.0,0.0
0,0.25,0.0,0.0,0.0,0.113
1,0.0,0.0,0.0,0.0,0.0
0,0.277,0.0,0.0,0.0,0.113
1,0.0,0.0,0.0,0.0,0.0
0,0.027,0.0,0.0,0.0,0.13
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.09,0.0,0.0,0.0,0.131
0,0.148,0.0,0.0,0.0,0.018
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.142,0.0,0.0,0.0,0.439
0,0.117,0.0,0.0,0.0,0.474
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.339,0.0,0.0,0.0,0.172
1,0.0,0.0,0.0,0.0,0.0
0,0.198,0.0,0.0,0.0,0.446
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.36,0.0,0.0,0.0,0.06
0,0.404,0.0,0.0,0.0,0.166
0,0.104,0.0,0.0,0.0,0.307
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.159,0.0,0.0,0.0,0.356
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.398,0.0,0.0,0.0,0.138
1,0.0,0.0,0.0,0.0,0.0
0,0.237,0.0,0.0,0.0,0.011
1,0.0,0.0,0.0,0.0,0.0
0,0.053,0.0,0.0,0.0,0.233
0,0.418,0.0,0.0,0.0,0.19
0,0.085,0.0,0.0,0.0,0.249
1,0.0,0.0,0.0,0.0,0.0
0,0.213,0.0,0.0,0.0,0.574
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.383,0.0,0.0,0.0,0.0
0,0.311,0.0,0.0,0.0,0.259
1,0.0,0.0,0.0,0.0,0.0
0,0.465,0.0,0.0,0.0,0.093
0,0.046,0.0,0.0,0.0,0.373
0,0.001,0.0,0.0,0.0,0.16
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.09,0.0,0.0,0.0,0.088
1,0.0,0.0,0.0,0.0,0.0
0,0.37,0.0,0.0,0.0,0.241
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.31,0.0,0.0,0.0,0.426
1,0.0,0.0,0.0,0.0,0.0
0,0.168,0.0,0.0,0.0,0.107
1,0.0,0.0,0.0,0.0,0.0
0,0.457,0.0,0.0,0.0,0.209
0,0.257,0.0,0.0,0.0,0.221
0,0.198,0.0,0.0,0.407,0.379
0,0.291,0.0,0.0,0.0,0.343
0,0.149,0.0,0.0,0.0,0.077
0,0.249,0.0,0.0,0.0,0.351
0,0.359,0.0,0.0,0.0,0.479
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.016,0.0,0.0,0.0,0.403
0,0.37,0.0,0.0,0.0,0.426
0,0.334,0.0,0.0,0.0,0.411
0,0.076,0.0,0.0,0.0,0.457
0,0.237,0.0,0.0,0.0,0.018
1,0.0,0.0,0.0,0.0,0.0
