0.337,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.001
0.241,0.0,0.0,0.0,0.352
0.16,0.0,0.0,0.0,0.126
0.058,0.0,0.0,0.0,0.006
0.0,0.0,0.0,0.0,0.001
0.17,0.0,0.0,0.0,0.014
0.243,0.0,0.0,0.0,0.0
0.0,0.0,0.296,0.127,0.0
0.0,0.0,0.0,0.0,0.012
0.0,0.0,0.0,0.0,0.0
0.058,0.0,0.0,0.0,0.0
0.474,0.0,0.0,0.0,0.0
0.055,0.0,0.0,0.0,0.0
0.029,0.0,0.0,0.0,0.054
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.166,0.0,0.0,0.0,0.005
0.472,0.0,0.007,0.0,0.363
0.272,0.0,0.0,0.0,0.465
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.047
0.0,0.0,0.001,0.0,0.0
0.0,0.0,0.0,0.0,0.001
0.088,0.0,0.0,0.001,0.236
0.0,0.0,0.0,0.0,0.0
0.311,0.0,0.0,0.0,0.189
0.265,0.0,0.0,0.04,0.001
0.017,0.0,0.0,0.0,0.0
0.326,0.0,0.0,0.0,0.001
0.217,0.0,0.0,0.0,0.0
0.162,0.0,0.0,0.0,0.263
0.48,0.0,0.0,0.0,0.001
0.079,0.0,0.0,0.0,0.06
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.007
0.0,0.0,0.0,0.0,0.004
0.396,0.0,0.0,0.051,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.015,0.0,0.0,0.0,0.078
0.165,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.0,0.01
0.259,0.0,0.0,0.0,0.356
0.064,0.0,0.0,0.0,0.101
0.395,0.0,0.0,0.0,0.098
0.0,0.0,0.0,0.0,0.275
0.111,0.0,0.0,0.0,0.0
0.057,0.0,0.0,0.0,0.0
