1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.093,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.323,0.0,0.0,0.0,0.25
1,0.0,0.0,0.0,0.0,0.0
0,0.383,0.0,0.0,0.0,0.411
1,0.0,0.0,0.0,0.0,0.0
0,0.144,0.0,0.0,0.0,0.116
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.38,0.007,0.058,0.003,0.123
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.336,0.0,0.0,0.0,0.441
0,0.004,0.0,0.0,0.0,0.484
0,0.264,0.0,0.0,0.0,0.412
0,0.208,0.0,0.0,0.0,0.384
0,0.453,0.0,0.0,0.0,0.337
0,0.305,0.0,0.0,0.0,0.419
0,0.279,0.0,0.0,0.0,0.174
0,0.387,0.0,0.0,0.0,0.227
0,0.432,0.0,0.0,0.0,0.267
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.111,0.0,0.0,0.0,0.134
0,0.475,0.0,0.0,0.0,0.226
0,0.016,0.0,0.0,0.0,0.168
0,0.199,0.0,0.0,0.0,0.436
1,0.0,0.0,0.0,0.0,0.0
0,0.228,0.0,0.0,0.0,0.116
1,0.0,0.0,0.0,0.0,0.0
0,0.183,0.0,0.0,0.0,0.106
1,0.0,0.0,0.0,0.0,0.0
0,0.148,0.0,0.0,0.0,0.489
0,0.317,0.0,0.0,0.0,0.259
0,0.269,0.0,0.0,0.0,0.024
0,0.463,0.0,0.0,0.0,0.487
0,0.244,0.0,0.0,0.0,0.342
0,0.199,0.0,0.0,0.0,0.394
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.178,0.398,0.21,0.472,0.31
0,0.26,0.0,0.0,0.0,0.089
1,0.0,0.0,0.0,0.0,0.0
0,0.14,0.0,0.0,0.0,0.113
1,0.0,0.0,0.0,0.0,0.0
0,0.424,0.0,0.0,0.0,0.06
0,0.006,0.0,0.0,0.0,0.41
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.014,0.0,0.0,0.0,0.002
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.27,0.0,0.0,0.0,0.424
1,0.0,0.0,0.0,0.427,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.47,0.0,0.0,0.0,0.057
0,0.385,0.0,0.0,0.0,0.393
0,0.297,0.0,0.0,0.0,0.199
0,0.024,0.0,0.0,0.0,0.374
1,0.0,0.0,0.0,0.0,0.0
0,0.109,0.0,0.0,0.0,0.448
0,0.205,0.0,0.0,0.0,0.316
0,0.409,0.0,0.0,0.0,0.445
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.451,0.0,0.0,0.0,0.15
0,0.428,0.0,0.0,0.0,0.057
0,0.306,0.0,0.0,0.0,0.244
1,0.0,0.0,0.0,0.144,0.0
1,0.0,0.0,0.0,0.005,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.18,0.0,0.0,0.0,0.269
1,0.0,0.0,0.0,0.0,0.0
0,0.287,0.0,0.0,0.0,0.301
0,0.027,0.0,0.0,0.0,0.102
0,0.478,0.0,0.0,0.0,0.156
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.001,0.0
0,0.026,0.0,0.0,0.0,0.112
0,0.136,0.0,0.0,0.0,0.234
0,0.268,0.0,0.0,0.0,0.193
0,0.105,0.0,0.0,0.0,0.229
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.214,0.0,0.0,0.0,0.139
1,0.0,0.0,0.0,0.0,0.0
