0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.001
0.0,0.0,0.0,0.051,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.001
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.009
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.0,0.003
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.006
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.004
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.0,0.001
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.003
0.0,0.0,0.0,0.0,0.001
0.0,0.0,0.0,0.0,0.001
0.0,0.0,0.0,0.0,0.003
0.0,0.0,0.0,0.355,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.001
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.005
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.001,0.0,0.0,0.0
0.0,0.0,0.29,0.0,0.01
0.0,0.0,0.0,0.046,0.0
