true,corr,mmd,kol,wilc,rdc
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.31,0.0,0.0,0.0,0.352
1,0.0,0.0,0.0,0.0,0.0
0,0.433,0.0,0.0,0.0,0.333
0,0.483,0.0,0.0,0.0,0.379
1,0.0,0.0,0.0,0.0,0.0
0,0.311,0.0,0.0,0.0,0.339
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.478,0.0,0.002,0.0,0.428
1,0.0,0.0,0.0,0.0,0.001
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.223,0.0,0.0,0.0,0.45
0,0.289,0.0,0.0,0.0,0.387
0,0.472,0.0,0.0,0.0,0.299
0,0.273,0.4,0.278,0.349,0.28
0,0.036,0.0,0.0,0.0,0.253
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.024,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.035,0.0,0.0,0.0,0.246
0,0.495,0.0,0.0,0.0,0.202
0,0.426,0.0,0.0,0.0,0.013
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.182,0.0,0.0,0.0,0.263
1,0.0,0.0,0.0,0.0,0.0
0,0.056,0.0,0.0,0.0,0.038
0,0.46,0.0,0.001,0.0,0.199
0,0.474,0.051,0.119,0.048,0.354
0,0.001,0.0,0.0,0.0,0.292
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.096,0.0,0.0,0.0,0.325
0,0.099,0.0,0.0,0.0,0.124
0,0.014,0.0,0.0,0.0,0.173
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.086,0.0,0.0,0.0,0.434
0,0.279,0.096,0.054,0.07,0.344
1,0.0,0.0,0.0,0.337,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.204,0.0,0.0,0.0,0.307
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.48,0.0,0.0,0.0,0.324
0,0.276,0.0,0.0,0.0,0.191
1,0.0,0.0,0.0,0.0,0.0
0,0.11,0.0,0.133,0.0,0.104
0,0.493,0.0,0.0,0.0,0.15
1,0.0,0.0,0.0,0.0,0.0
0,0.365,0.0,0.0,0.0,0.48
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.461,0.41,0.0,0.49,0.056
1,0.0,0.0,0.0,0.0,0.0
0,0.162,0.0,0.0,0.0,0.232
0,0.386,0.0,0.0,0.0,0.017
1,0.0,0.0,0.0,0.016,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.462,0.0,0.0,0.0,0.397
0,0.155,0.0,0.0,0.0,0.444
1,0.0,0.0,0.0,0.001,0.0
0,0.315,0.0,0.0,0.0,0.105
0,0.024,0.0,0.0,0.0,0.265
0,0.308,0.0,0.0,0.0,0.365
0,0.457,0.0,0.0,0.0,0.188
0,0.12,0.17,0.367,0.176,0.276
0,0.21,0.0,0.0,0.0,0.233
0,0.042,0.001,0.086,0.0,0.488
0,0.2,0.0,0.0,0.0,0.112
0,0.228,0.0,0.114,0.0,0.445
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.283,0.0,0.0,0.0,0.353
1,0.0,0.0,0.0,0.0,0.0
0,0.219,0.0,0.0,0.0,0.189
0,0.012,0.0,0.0,0.0,0.063
0,0.039,0.0,0.0,0.0,0.698
0,0.087,0.0,0.0,0.0,0.13
0,0.183,0.0,0.0,0.0,0.124
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.448,0.0,0.0,0.0,0.148
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.289,0.002,0.0,0.0
0,0.184,0.0,0.0,0.0,0.192
0,0.02,0.0,0.0,0.0,0.444
0,0.439,0.0,0.0,0.0,0.054
0,0.436,0.0,0.0,0.0,0.369
0,0.234,0.081,0.0,0.016,0.198
0,0.35,0.0,0.0,0.0,0.074
0,0.107,0.0,0.0,0.0,0.394
0,0.001,0.0,0.0,0.0,0.078
1,0.0,0.0,0.0,0.0,0.0
0,0.168,0.0,0.0,0.0,0.057
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.35,0.0,0.0,0.0,0.179
0,0.429,0.0,0.0,0.0,0.494
0,0.077,0.0,0.0,0.0,0.164
1,0.0,0.0,0.0,0.0,0.0
0,0.317,0.002,0.37,0.0,0.089
1,0.0,0.0,0.0,0.0,0.0
0,0.162,0.0,0.0,0.0,0.312
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.476,0.0,0.0,0.0,0.289
1,0.0,0.0,0.0,0.0,0.0
0,0.156,0.0,0.0,0.0,0.322
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.11,0.0,0.0,0.0,0.296
1,0.0,0.0,0.0,0.0,0.0
0,0.1,0.0,0.0,0.0,0.113
0,0.105,0.0,0.0,0.0,0.121
1,0.0,0.0,0.0,0.074,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.022,0.0,0.0,0.0,0.229
0,0.174,0.0,0.0,0.0,0.382
0,0.025,0.0,0.0,0.0,0.454
0,0.365,0.0,0.0,0.0,0.208
0,0.126,0.0,0.0,0.0,0.251
0,0.363,0.0,0.0,0.0,0.162
0,0.485,0.0,0.0,0.0,0.151
0,0.115,0.0,0.0,0.0,0.378
0,0.229,0.0,0.0,0.0,0.339
0,0.379,0.0,0.0,0.0,0.428
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.426,0.0,0.0,0.0,0.394
1,0.0,0.0,0.0,0.0,0.0
0,0.37,0.0,0.0,0.0,0.024
0,0.006,0.0,0.0,0.0,0.116
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.009,0.0,0.0,0.0,0.042
1,0.0,0.0,0.0,0.0,0.0
0,0.394,0.0,0.0,0.0,0.124
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.387,0.0,0.0,0.0,0.298
0,0.271,0.0,0.0,0.0,0.046
0,0.204,0.0,0.0,0.0,0.448
0,0.366,0.0,0.0,0.0,0.217
0,0.452,0.47,0.141,0.484,0.216
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.358,0.0,0.0,0.0,0.011
1,0.0,0.0,0.0,0.0,0.0
0,0.436,0.0,0.0,0.0,0.438
0,0.186,0.314,0.278,0.388,0.423
1,0.0,0.0,0.0,0.181,0.0
0,0.198,0.0,0.0,0.0,0.431
0,0.47,0.0,0.0,0.0,0.15
0,0.35,0.0,0.0,0.0,0.142
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.327,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.004,0.0,0.0,0.0,0.011
1,0.0,0.0,0.0,0.0,0.0
0,0.475,0.094,0.384,0.037,0.013
1,0.0,0.0,0.0,0.0,0.0
0,0.128,0.0,0.0,0.0,0.204
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.076,0.0,0.0,0.0,0.152
1,0.0,0.0,0.0,0.0,0.0
0,0.381,0.0,0.0,0.0,0.322
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.006,0.0
0,0.0,0.0,0.0,0.0,0.009
0,0.006,0.0,0.0,0.0,0.232
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.447,0.0,0.0,0.0,0.041
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.444,0.0,0.0,0.0,0.492
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.312,0.0,0.0,0.0,0.173
0,0.328,0.0,0.0,0.0,0.476
0,0.046,0.0,0.0,0.0,0.427
0,0.146,0.0,0.0,0.0,0.317
0,0.163,0.0,0.0,0.0,0.131
0,0.46,0.0,0.0,0.0,0.021
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.355,0.0,0.0,0.0,0.413
0,0.287,0.0,0.0,0.0,0.21
0,0.435,0.0,0.0,0.0,0.156
0,0.365,0.026,0.0,0.343,0.008
1,0.0,0.0,0.0,0.0,0.0
0,0.352,0.005,0.151,0.006,0.002
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.095,0.0
0,0.142,0.0,0.0,0.0,0.317
1,0.0,0.0,0.0,0.0,0.0
0,0.231,0.0,0.0,0.0,0.444
1,0.0,0.0,0.0,0.0,0.0
0,0.452,0.0,0.0,0.0,0.839
1,0.0,0.007,0.0,0.006,0.0
0,0.221,0.0,0.0,0.298,0.061
0,0.32,0.0,0.0,0.0,0.35
0,0.481,0.0,0.0,0.0,0.109
0,0.353,0.0,0.0,0.0,0.285
0,0.318,0.0,0.0,0.0,0.434
1,0.0,0.0,0.0,0.0,0.0
0,0.068,0.0,0.0,0.0,0.47
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.009,0.0
0,0.218,0.0,0.0,0.0,0.388
0,0.007,0.0,0.0,0.0,0.416
0,0.418,0.0,0.0,0.0,0.366
0,0.168,0.0,0.0,0.0,0.389
0,0.079,0.0,0.0,0.0,0.404
1,0.0,0.0,0.0,0.0,0.0
0,0.242,0.0,0.0,0.0,0.332
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.346,0.0,0.0,0.0,0.333
0,0.362,0.0,0.0,0.0,0.312
0,0.278,0.0,0.0,0.0,0.444
0,0.434,0.0,0.0,0.0,0.276
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.376,0.0,0.0,0.0,0.417
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.035,0.0,0.0,0.0,0.063
0,0.482,0.0,0.0,0.0,0.467
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.01,0.0,0.0,0.0,0.168
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.049
0,0.06,0.0,0.0,0.0,0.456
0,0.457,0.0,0.0,0.0,0.425
1,0.0,0.0,0.0,0.0,0.0
0,0.12,0.0,0.0,0.0,0.229
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.35,0.0,0.0,0.0,0.446
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.243,0.0,0.0,0.0,0.441
1,0.0,0.0,0.0,0.0,0.0
0,0.037,0.0,0.0,0.0,0.031
0,0.181,0.041,0.012,0.024,0.186
1,0.0,0.0,0.0,0.002,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.262,0.0,0.0,0.001,0.313
1,0.0,0.0,0.0,0.0,0.0
0,0.215,0.0,0.0,0.0,0.161
0,0.104,0.0,0.0,0.291,0.061
0,0.496,0.0,0.0,0.0,0.094
0,0.205,0.0,0.0,0.0,0.345
0,0.445,0.0,0.0,0.0,0.043
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.04,0.0,0.0,0.0,0.194
0,0.34,0.0,0.0,0.0,0.395
1,0.0,0.0,0.0,0.0,0.0
0,0.5,0.0,0.0,0.0,0.055
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.061,0.0,0.001,0.0
0,0.181,0.0,0.0,0.0,0.02
1,0.0,0.0,0.0,0.0,0.0
0,0.315,0.0,0.0,0.0,0.04
1,0.0,0.0,0.0,0.0,0.0
0,0.334,0.0,0.0,0.0,0.294
0,0.022,0.0,0.0,0.0,0.249
0,0.0,0.0,0.0,0.0,0.07
0,0.099,0.036,0.001,0.295,0.38
0,0.452,0.0,0.0,0.0,0.078
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.464,0.0,0.0,0.0,0.592
1,0.0,0.0,0.0,0.0,0.0
0,0.434,0.0,0.0,0.0,0.341
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.276,0.0,0.0,0.0,0.073
0,0.482,0.0,0.0,0.0,0.278
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.417,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.236,0.0,0.0,0.0,0.077
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.044,0.0,0.0,0.0,0.263
0,0.053,0.0,0.0,0.0,0.158
0,0.061,0.0,0.0,0.0,0.04
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.035,0.0,0.0,0.0,0.382
0,0.399,0.0,0.0,0.0,0.23
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.105,0.0,0.0,0.0,0.244
0,0.008,0.0,0.0,0.0,0.325
0,0.374,0.0,0.0,0.0,0.284
0,0.079,0.0,0.0,0.0,0.246
0,0.46,0.0,0.0,0.0,0.017
0,0.495,0.0,0.0,0.0,0.218
1,0.0,0.0,0.0,0.0,0.0
0,0.475,0.0,0.0,0.0,0.092
0,0.096,0.017,0.0,0.006,0.244
1,0.0,0.0,0.0,0.0,0.0
0,0.443,0.031,0.0,0.023,0.252
1,0.0,0.0,0.0,0.0,0.0
0,0.276,0.0,0.0,0.0,0.107
0,0.124,0.0,0.0,0.0,0.014
0,0.167,0.0,0.0,0.0,0.271
0,0.19,0.0,0.0,0.0,0.073
1,0.0,0.0,0.0,0.0,0.0
0,0.081,0.0,0.0,0.0,0.254
0,0.181,0.0,0.0,0.0,0.472
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.334,0.0,0.0,0.0,0.393
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.438,0.0,0.0,0.0,0.391
1,0.0,0.0,0.0,0.0,0.0
0,0.153,0.008,0.11,0.023,0.305
0,0.468,0.0,0.0,0.0,0.447
0,0.013,0.0,0.0,0.0,0.177
0,0.435,0.0,0.0,0.0,0.137
1,0.0,0.0,0.0,0.0,0.0
0,0.402,0.0,0.0,0.0,0.152
1,0.0,0.0,0.0,0.0,0.0
0,0.471,0.0,0.0,0.0,0.245
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.297,0.0,0.0,0.0,0.141
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.035,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.221,0.0,0.253,0.005,0.265
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.289,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.279,0.0,0.0,0.0,0.239
1,0.0,0.0,0.0,0.0,0.0
0,0.215,0.0,0.0,0.0,0.087
0,0.344,0.085,0.357,0.464,0.084
0,0.273,0.0,0.0,0.0,0.262
0,0.117,0.0,0.0,0.0,0.336
0,0.274,0.0,0.0,0.0,0.153
0,0.486,0.0,0.0,0.0,0.0
0,0.168,0.0,0.0,0.0,0.932
1,0.0,0.0,0.0,0.0,0.0
0,0.028,0.0,0.0,0.0,0.45
1,0.0,0.0,0.0,0.0,0.0
0,0.245,0.0,0.0,0.0,0.307
0,0.266,0.0,0.0,0.0,0.058
0,0.16,0.0,0.0,0.0,0.382
0,0.329,0.0,0.0,0.0,0.013
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.357,0.0,0.0,0.0,0.453
1,0.0,0.045,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.063,0.0,0.0,0.0,0.31
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.467,0.0,0.0,0.0,0.262
1,0.0,0.0,0.0,0.0,0.0
0,0.357,0.0,0.0,0.0,0.081
0,0.11,0.0,0.0,0.0,0.224
0,0.244,0.0,0.0,0.0,0.496
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.447,0.0,0.0,0.0,0.285
0,0.444,0.034,0.002,0.064,0.132
0,0.031,0.0,0.0,0.0,0.009
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.046,0.0,0.0,0.0,0.44
0,0.067,0.0,0.0,0.0,0.056
0,0.447,0.0,0.0,0.0,0.419
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.049,0.0,0.0,0.0,0.352
1,0.0,0.0,0.0,0.0,0.0
0,0.323,0.0,0.0,0.0,0.403
1,0.0,0.0,0.0,0.0,0.0
0,0.161,0.0,0.0,0.0,0.143
1,0.0,0.0,0.0,0.0,0.0
0,0.209,0.0,0.0,0.0,0.36
0,0.354,0.0,0.0,0.0,0.177
0,0.183,0.0,0.0,0.0,0.42
0,0.468,0.0,0.0,0.0,0.741
0,0.31,0.0,0.0,0.0,0.253
1,0.0,0.0,0.0,0.0,0.0
0,0.01,0.0,0.0,0.0,0.059
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.322,0.0,0.0,0.0,0.121
0,0.431,0.0,0.0,0.0,0.326
0,0.39,0.0,0.0,0.0,0.267
0,0.336,0.0,0.0,0.0,0.401
1,0.0,0.0,0.0,0.0,0.0
0,0.265,0.0,0.0,0.0,0.202
0,0.047,0.0,0.0,0.0,0.41
0,0.0,0.0,0.0,0.0,0.042
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.284,0.0,0.0,0.0,0.258
0,0.033,0.0,0.0,0.0,0.249
1,0.0,0.0,0.0,0.011,0.0
0,0.228,0.0,0.0,0.0,0.375
1,0.0,0.0,0.0,0.0,0.0
0,0.239,0.0,0.368,0.0,0.053
1,0.0,0.0,0.0,0.0,0.0
0,0.36,0.0,0.0,0.0,0.451
0,0.028,0.0,0.0,0.0,0.13
1,0.0,0.0,0.0,0.0,0.0
0,0.198,0.0,0.0,0.0,0.204
1,0.0,0.0,0.0,0.0,0.0
0,0.092,0.0,0.0,0.0,0.314
0,0.186,0.0,0.0,0.0,0.495
0,0.151,0.0,0.0,0.0,0.357
0,0.289,0.0,0.0,0.0,0.376
0,0.226,0.0,0.0,0.0,0.303
0,0.083,0.0,0.0,0.0,0.261
0,0.455,0.0,0.0,0.0,0.447
0,0.197,0.0,0.0,0.0,0.43
0,0.356,0.0,0.0,0.0,0.435
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.296,0.0,0.0,0.0,0.442
0,0.221,0.0,0.0,0.0,0.46
0,0.038,0.0,0.0,0.0,0.308
0,0.018,0.0,0.0,0.0,0.436
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.318,0.0,0.0,0.0,0.253
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.47,0.0,0.0,0.0,0.365
1,0.0,0.0,0.0,0.0,0.0
0,0.422,0.0,0.0,0.0,0.152
1,0.0,0.0,0.0,0.0,0.0
0,0.409,0.0,0.0,0.0,0.479
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.196,0.0,0.0,0.0,0.203
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.336,0.016,0.0,0.0,0.073
0,0.144,0.0,0.0,0.0,0.687
0,0.4,0.0,0.0,0.0,0.074
0,0.141,0.0,0.0,0.0,0.369
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.155,0.0,0.0,0.0,0.381
0,0.306,0.0,0.0,0.0,0.061
1,0.0,0.0,0.0,0.0,0.0
0,0.033,0.0,0.0,0.0,0.356
1,0.0,0.0,0.0,0.0,0.0
0,0.459,0.0,0.0,0.0,0.061
0,0.495,0.0,0.0,0.0,0.094
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.481,0.0,0.0,0.0,0.15
0,0.01,0.0,0.0,0.0,0.293
1,0.0,0.0,0.0,0.0,0.0
0,0.237,0.224,0.0,0.0,0.019
0,0.359,0.0,0.0,0.0,0.062
1,0.0,0.0,0.0,0.0,0.0
0,0.185,0.0,0.0,0.0,0.342
0,0.18,0.0,0.0,0.0,0.219
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
0,0.001,0.0,0.0,0.0,0.474
0,0.12,0.0,0.0,0.0,0.049
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.013,0.0
0,0.262,0.0,0.404,0.0,0.446
1,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
