0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.053,0.0,0.0,0.0,0.44
0.049,0.0,0.0,0.0,0.376
0.064,0.0,0.0,0.0,0.488
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.108,0.0,0.0,0.0,0.178
0.0,0.0,0.0,0.0,0.0
0.38,0.0,0.0,0.0,0.484
0.0,0.0,0.0,0.0,0.0
0.368,0.0,0.0,0.0,0.343
0.0,0.0,0.0,0.0,0.0
0.389,0.0,0.0,0.0,0.176
0.0,0.449,0.0,0.0,0.0
0.336,0.0,0.0,0.0,0.329
0.0,0.0,0.0,0.0,0.0
0.31,0.0,0.0,0.0,0.186
0.474,0.0,0.0,0.0,0.086
0.0,0.0,0.0,0.0,0.0
0.282,0.0,0.0,0.0,0.2
0.159,0.0,0.0,0.0,0.482
0.0,0.0,0.0,0.0,0.0
0.482,0.0,0.0,0.0,0.506
0.103,0.0,0.0,0.0,0.483
0.141,0.005,0.0,0.32,0.235
0.0,0.0,0.0,0.114,0.0
0.375,0.0,0.0,0.0,0.247
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.001,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.499,0.0,0.0,0.0,0.002
0.002,0.0,0.0,0.0,0.104
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.437,0.0,0.0,0.0,0.486
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.317,0.0,0.0,0.0,0.488
0.245,0.0,0.0,0.0,0.009
0.105,0.0,0.0,0.0,0.175
0.144,0.0,0.0,0.0,0.394
0.0,0.0,0.0,0.0,0.0
0.001,0.0,0.0,0.0,0.178
0.0,0.0,0.0,0.011,0.356
0.0,0.0,0.0,0.0,0.0
0.12,0.0,0.0,0.0,0.375
0.059,0.0,0.0,0.0,0.002
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.042,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.009
0.0,0.0,0.0,0.0,0.0
0.089,0.0,0.0,0.0,0.188
0.038,0.0,0.0,0.0,0.049
0.0,0.0,0.0,0.0,0.0
0.429,0.0,0.0,0.0,0.097
0.0,0.0,0.0,0.0,0.0
0.001,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.008,0.0,0.0,0.0,0.043
0.0,0.0,0.0,0.0,0.024
0.317,0.0,0.0,0.0,0.348
0.416,0.0,0.0,0.0,0.457
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.117,0.0,0.0,0.0,0.128
0.34,0.396,0.0,0.0,0.425
0.0,0.0,0.0,0.0,0.0
0.261,0.0,0.0,0.0,0.113
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.002,0.0
0.0,0.0,0.0,0.0,0.0
